Entity	Sentence	Uri	WikiTitle
tender EntityMentionSEP project accounting EntityMentionSEP	Khai said the utility has plenty of problems   particularly in the tender process and project accounting   that have led to complaints and affect Vietnam 's reputation with foreign investors .	NA Q4116214	 WikiLabelSEP  accounting WikiLabelSEP
Le Duc Anh EntityMentionSEP	In March   former President Le Duc Anh   in an article for the Army newspaper   criticized irregularities in the bidding process for the country 's largest thermal electric plant .	NA	Anh WikiLabelSEP
	Local media have reported that the company has overblown the costs for construction and repair work on a number of projects to justify overcharging for electricity .		
	Vietnam is chronically short of power   and several projects to raise its output are bogged down in bureaucracy .		
rotating power cuts EntityMentionSEP drought EntityMentionSEP reservoir EntityMentionSEP hydroelectric EntityMentionSEP	EVN imposed rotating power cuts earlier this year as the worst drought in a century dropped water levels to critical levels at the reservoir s that feed key hydroelectric plants .	NA NA NA NA	utage WikiLabelSEP  WikiLabelSEP ir WikiLabelSEP ectricity WikiLabelSEP
Gulf EntityMentionSEP	Cohen : Missile defense system in Gulf ` imperative '	Q1322134	 Gulf WikiLabelSEP
William Cohen EntityMentionSEP U.S. EntityMentionSEP ballistic missile defense system EntityMentionSEP Iran EntityMentionSEP Iraq EntityMentionSEP	"U.S. Defense Secretary William Cohen said Saturday it has become "" imperative '' for U.S. allies in the Gulf to acquire a ballistic missile defense system to counter long range weapons in the hands of countries such as Iran and Iraq ."	Q341308 NA NA NA	 Cohen WikiLabelSEP States WikiLabelSEP States national missile defense WikiLabelSEP  WikiLabelSEP
Bahrain EntityMentionSEP	"Cohen said the United States has five defense systems under research and development and "" we hope we hope we can share that technology with Bahrain and other Gulf countries . ''"	NA	 WikiLabelSEP
Qatar EntityMentionSEP United Arab Emirates EntityMentionSEP Oman EntityMentionSEP Saudi Arabia EntityMentionSEP	"He was speaking to reporters before leaving for Qatar   his second stop in a six-nation Gulf tour   which includes the United Arab Emirates   Oman   Kuwait and Saudi Arabia . """	NA NA Q7278701	 WikiLabelSEP Arab Emirates WikiLabelSEP rabia WikiLabelSEP
	"Because of the proliferation of missile technology globally but especially in the Gulf region   we believe it 's important '' to look at ways to cooperate with U.S. allies   said Cohen . """		
	I think it becomes imperative that countries cooperate and develop a theater missile protection system for their people and for their forces   '' said Cohen   citing threats from Iran and Iraq .		
	The United States sees Iraq and Iran   which recently tested a long-range missile   as major threats to the Gulf region .		
U.N. EntityMentionSEP sanctions EntityMentionSEP	Cohen said Iraq   under U.N. sanctions   continues efforts to acquire missile technology that has a longer than permissible range .	NA NA	Nations WikiLabelSEP tional sanctions WikiLabelSEP
	Bank Fires Seven for E-Mail Misuse		
First Union EntityMentionSEP pornographic EntityMentionSEP e-mail EntityMentionSEP	CHARLOTTE ( AP ) -- First Union Corp. says it has fired seven employees within the last week for sending pornographic and other inappropriate e-mail .	Q7039370 NA NA	nion WikiLabelSEP aphy WikiLabelSEP  WikiLabelSEP
	First Union   the nation 's sixth-largest bank   confirmed the firings Friday   but company spokeswoman Sandy Deem would not release more details .		
hostile environment EntityMentionSEP	"The bank "" will not tolerate conduct that interferes with another person 's work performance or creates an intimidating   offensive or hostile environment   '' Deem said ."	NA	 environment sexual harassment WikiLabelSEP
The Charlotte Observer EntityMentionSEP	The Charlotte Observer reported Friday that employees at the University Research Park office circulated e-mail that included videos of people having sex and other material of a sexual nature .	NA	rlotte Observer WikiLabelSEP
server EntityMentionSEP	The company stumbled on the e-mail when the volume of messages became so heavy it slowed down a server .	NA	(computing) WikiLabelSEP
home-equity EntityMentionSEP	One employee fired within the past week from the bank 's home-equity division was called into an office   shown a stack of e-mail and fired on the spot   an employee told the newspaper .	NA	uity WikiLabelSEP
Fortune 100 EntityMentionSEP	First Union   a Fortune 100 corporation   joins a number of companies taking swift and severe action for violations of company e-mail policy .	Q560388	 500 WikiLabelSEP
legal claims EntityMentionSEP	Companies are seeking to protect themselves from legal claims that their work environment is hostile .	NA	f action WikiLabelSEP
sexual harassment EntityMentionSEP	An increasing number of lawsuits alleging sexual harassment have based claims in part on e-mails taken from company computer systems .	Q3240539	harassment WikiLabelSEP
	Museum To Return 3 Stolen Works		
LOS ANGELES EntityMentionSEP The J. Paul Getty Museum EntityMentionSEP works of art EntityMentionSEP Italy EntityMentionSEP	LOS ANGELES ( AP ) -- The J. Paul Getty Museum is returning three ancient works of art to Italy after determining they were stolen .	NA NA Q735 NA	eles WikiLabelSEP  Getty Museum WikiLabelSEP  art WikiLabelSEP  WikiLabelSEP
sculpture EntityMentionSEP collection EntityMentionSEP	One sculpture sat in its collection for 17 years .	Q611130 NA	re WikiLabelSEP ion (artwork) WikiLabelSEP
antiquities EntityMentionSEP	The objects will be flown to Italy this week   along with pieces that were loaned to the museum for an antiquities exhibit   according to a statement issued by the Getty on Monday .	NA	ties WikiLabelSEP
B.C. EntityMentionSEP excavated EntityMentionSEP archaeological site EntityMentionSEP torso EntityMentionSEP Mithras EntityMentionSEP 2nd century EntityMentionSEP Roman EntityMentionSEP Greek EntityMentionSEP	The stolen items are a terra cotta drinking cup from 480 B.C.   found to have been illegally excavated from an archaeological site ; a torso of the god Mithras from the 2nd century   found to have been stolen from a private Italian collection ; and the sculpted head of a victorious athlete   a 2nd century Roman copy of an earlier Greek work   which was apparently taken from the storeroom of a scientific excavation .	Q36024 NA NA NA NA Q7856551 Q220 Q41	mini WikiLabelSEP ion (archaeology) WikiLabelSEP logical site WikiLabelSEP anatomy) WikiLabelSEP c mysteries WikiLabelSEP tury WikiLabelSEP  Rome WikiLabelSEP  Greece WikiLabelSEP
	For security reasons   the museum did not say how much the pieces are worth .		
	Although nobody claimed the works   Getty decided to return them based on information supplied by experts in the field and in consultation with Italian officials .		
thefts EntityMentionSEP looting EntityMentionSEP	International concern has been growing about rampant thefts of priceless art from collections and the looting of archaeological sites .	NA	 WikiLabelSEP
Brentwood EntityMentionSEP	The billion-dollar museum   located on a hill in the Brentwood area   opened in 1997 .	NA	od, Los Angeles WikiLabelSEP
MALAYSIA EntityMentionSEP	MALAYSIA	Q9659	a WikiLabelSEP
Federal EntityMentionSEP State EntityMentionSEP Government agencies EntityMentionSEP economic EntityMentionSEP implementation EntityMentionSEP	PORT DICKSON   Tues. - Federal and State Government agencies   given the task to undertake economic projects under the Development Programme for the Hardcore Poor ( PPRT )   must ensure their successful implementation .	Q7188 NA NA NA NA	 Government WikiLabelSEP ed State WikiLabelSEP ent agency WikiLabelSEP  WikiLabelSEP ntation WikiLabelSEP
Rural EntityMentionSEP allocation EntityMentionSEP ministry EntityMentionSEP poor EntityMentionSEP	Rural Development Minister Datuk Annuar Musa said yesterday those responsible should closely monitor the implementation of the projects and ensure that the allocation provided by the ministry benefit the hardcore poor participants .	Q110996 NA NA NA	rea WikiLabelSEP e allocation WikiLabelSEP y (government department) WikiLabelSEP  WikiLabelSEP
	"He said those responsible   including district officers   must personally check on the progress of the projects being carried out . """		
	We do n't want to see projects as being a success on paper but on inspection   they do n't show the desired results   '' he added .		
minister EntityMentionSEP	According to him   it was the ministry 's policy now that the minister   deputy minister   parliamentary secretary   director-general and other senior ministry officials had to visit the PPRT projects to see what was happening to the allocation given by the Government .	NA	r (government) WikiLabelSEP
mussel EntityMentionSEP Lukut EntityMentionSEP Negri Sembilan EntityMentionSEP	Annuar said this after visiting a mussel rearing project in Kuala Lukut today as part of his day-long visit to several PPRT projects in Negri Sembilan .	NA NA	 WikiLabelSEP Sembilan WikiLabelSEP
Port Dickson EntityMentionSEP	Present were Chembong Assemblyman Firdaus Harun and Port Dickson district officer Hassan Nawawi Abdul Rahman .	NA	ckson WikiLabelSEP
studies EntityMentionSEP	Annuar added that the implementing agencies should also conduct in-depth studies of the projects proposed to ensure their viability .	Q9914	h WikiLabelSEP
