Entity	Sentence	Uri	WikiTitle
Miriam Lichtheim EntityMentionSEP	Modern Egyptologists like and Miriam Lichtheim deny this view and argue   that Sethe and Erman may have just failed to see the profundity of such novels .	NA	Lichtheim WikiLabelSEP
adultery EntityMentionSEP Old Kingdom EntityMentionSEP	They hold that the story of Ubaoner describes a classical case of adultery through the wife and a typical sort of punishment for that during the Old Kingdom ( in this case it is the ) .	Q9973 NA	y WikiLabelSEP gdom of Egypt WikiLabelSEP
	Furthermore it throws a positive light on the personality of king Nebka .		
judge EntityMentionSEP unethical EntityMentionSEP	The king is depicted as a strict but lawful judge : He punishes mischief and unethical	NA	 WikiLabelSEP
Drayton Manor Theme Park EntityMentionSEP Staffordshire EntityMentionSEP	Thomas Land is a themed area at Drayton Manor Theme Park in Staffordshire   England   based on the TV series .	NA NA	 Manor Theme Park WikiLabelSEP dshire WikiLabelSEP
same name EntityMentionSEP	It stands on the former site of Robinsons Land   a themed area sponsored by the soft drinks brand of the same name .	NA	ns (drink) WikiLabelSEP
	The construction began while the park was still open in September 2007   and many of the Robinsons Land rides were moved to other areas of the park for the remainder of the season .		
Hayling Island EntityMentionSEP	All but the Veteran Cars ( now Sodor 's Classic Cars ) were removed and sold to Funland at Hayling Island .	Q23442	 Island WikiLabelSEP
	Thomas Land officially opened to the public on 15 March 2008 .		
Narrow gauge EntityMentionSEP Thomas EntityMentionSEP Percy EntityMentionSEP	Narrow gauge models of Thomas   Percy and are used on a miniature railway that takes visitors through Thomas Land .	NA NA NA	gauge railway WikiLabelSEP the Tank Engine WikiLabelSEP he Small Engine WikiLabelSEP
Knapford Station EntityMentionSEP	The line features   where stationary models are kept   Knapford Station   which serves as the main station and a refreshment stand   Dryaw   and Tidmouth Hault .	Q9884	d WikiLabelSEP
James EntityMentionSEP	It also has many sidings and sheds along the way   one of which carries a sleeping model of James .	NA	he Red Engine WikiLabelSEP
HIT Entertainment EntityMentionSEP television series EntityMentionSEP CGI EntityMentionSEP	"In early 2009   HIT Entertainment announced that the original models from the television series would be put on display at Thomas Land in an exhibit called "" Discover Thomas & Friends ""   as production was to move to Canada   now that the series is to be animated with CGI ."	NA NA NA	ertainment WikiLabelSEP & Friends WikiLabelSEP r-generated imagery WikiLabelSEP
	The models were then put on display in 2010 .		
The Great Discovery EntityMentionSEP	"So far   the layout features Great Waterton   a town that first appeared in "" The Great Discovery ""   the Fishing Village and Brendam Docks ."	NA	at Discovery WikiLabelSEP
	"Many other buildings have been seen from previous seasons from the show   such as "" Neptune 's Refreshments ""   "" Ben 's Books ""   Toby 's Shed and Bluff 's Cove signal box ."		
Terence EntityMentionSEP Trevor EntityMentionSEP Thomas EntityMentionSEP Edward EntityMentionSEP Toby EntityMentionSEP	Models have also appeared in the workshop   including :   Terence   Trevor   Elizabeth   Butch   3 Horrid Lorries   a canal boat       2 red and white express carriages   2 green and cream express carriages   Thomas   Edward   Toby	NA NA NA NA NA	 the Tractor WikiLabelSEP the Traction Engine WikiLabelSEP the Tank Engine WikiLabelSEP the Blue Engine WikiLabelSEP e Tram Engine WikiLabelSEP
European integration EntityMentionSEP European Union EntityMentionSEP United in Diversity EntityMentionSEP	The Statue of Europe ( also referred to as Unity in Peace ) is a sculpture symbolising peace through European integration   while at the same time aiming to demonstrate the motto of the European Union ( EU )   United in Diversity .	NA NA NA	n integration WikiLabelSEP n Union WikiLabelSEP f the European Union WikiLabelSEP
Convent Van Maerlant EntityMentionSEP European Commission EntityMentionSEP European Quarter EntityMentionSEP Brussels EntityMentionSEP Belgium EntityMentionSEP	"It is located in the garden of Convent Van Maerlant ( the library of the European Commission ) in the crossroads of the street Van Maerlant and "" chaussée d'Etterbeek ""   in the European Quarter of Brussels   Belgium ."	NA NA NA Q9956 NA	 Van Maerlant WikiLabelSEP n Commission WikiLabelSEP s and the European Union WikiLabelSEP s WikiLabelSEP  WikiLabelSEP
	Made out of resin   the statue measures more than 5 meters and weighs nearly 800 kg .		
Neil Kinnock EntityMentionSEP Viviane Reding EntityMentionSEP Vice-President of the European Commission EntityMentionSEP Commissioner for Culture EntityMentionSEP	It was inaugurated on 9 December 2003 by Neil Kinnock and Viviane Reding   who respectively were Vice-President of the European Commission and Commissioner for Culture at the time .	NA Q417401 NA NA	nnock WikiLabelSEP  Reding WikiLabelSEP esident of the European Commission WikiLabelSEP n Commissioner for Education, Culture, Multilingualism and Youth WikiLabelSEP
European Year of People with Disabilities EntityMentionSEP Eastern enlargement of the EU EntityMentionSEP	2003 was the European Year of People with Disabilities   and the Eastern enlargement of the EU was awaited .	NA NA	n Year of People with Disabilities WikiLabelSEP largement of the European Union WikiLabelSEP
visually impaired EntityMentionSEP French EntityMentionSEP Bernard Romain EntityMentionSEP disability EntityMentionSEP	The statue was manufactured   modelled   polished and painted by visually impaired children under the supervision of by French artist Bernard Romain   who wanted to demonstrate that disability was not a disqualifying factor .	Q11658977 NA Q366468 NA	impairment WikiLabelSEP  WikiLabelSEP  Romain WikiLabelSEP ity WikiLabelSEP
EU flag EntityMentionSEP	Tightly entwined   the differently coloured arms symbolise the culturally diverse peoples of Europe   collectively lifting a sphere redolent of the EU flag   surmounted by the	Q46	 Europe WikiLabelSEP
	The Rio Grande Association was a Class-D minor baseball league that lasted for less than one season   1915 .		
Texas EntityMentionSEP Arizona EntityMentionSEP New Mexico EntityMentionSEP Albuquerque Dukes EntityMentionSEP Phoenix Senators EntityMentionSEP	The league initially consisted of six teams based in Texas   Arizona and New Mexico : the Albuquerque Dukes         Phoenix Senators and .	NA Q1324448 NA NA	 WikiLabelSEP ico WikiLabelSEP rque Dukes WikiLabelSEP  Senators WikiLabelSEP
	By May 24   the Miners and Farmers had disbanded and on July 6   the league disbanded .		
John McCloskey EntityMentionSEP Texas League EntityMentionSEP	The league was founded by John McCloskey   who also founded the Texas League .	NA NA	Closkey (baseball manager) WikiLabelSEP eague WikiLabelSEP
	Each team that appeared in the Rio Grande Association was the first professional baseball team to come out of their respective cities   often predating their successors by many years .		
Phoenix EntityMentionSEP Tucson EntityMentionSEP El Paso EntityMentionSEP Albuquerque EntityMentionSEP Douglas EntityMentionSEP Las Cruces EntityMentionSEP	For example   after its appearance in the Association   Phoenix and Tucson did not again have a professional team until 1928 ; El Paso until 1930 ; Albuquerque until 1932 ; Douglas until 1948 and Las Cruces until 2010 .	NA Q816 NA NA NA	, Arizona WikiLabelSEP  Arizona WikiLabelSEP , Texas WikiLabelSEP rque, New Mexico WikiLabelSEP ces, New Mexico WikiLabelSEP
	With a record of 38-21   the Senators were the de facto league champions   finishing in first place .		
major league EntityMentionSEP	The league featured multiple notable players and managers   including those who would attain major league experience and those who had major league experience .	NA	eague Baseball WikiLabelSEP
Kitty Brashear EntityMentionSEP Frank Huelsman EntityMentionSEP Rudy Kallio EntityMentionSEP Stoney McGlynn EntityMentionSEP Herb Hall EntityMentionSEP	They include Kitty Brashear   Frank Huelsman ( who led the league with ten home runs )   Rudy Kallio   Stoney McGlynn and Herb Hall	NA NA NA Q21511275 NA	rashear WikiLabelSEP uelsman WikiLabelSEP llio WikiLabelSEP McGlynn WikiLabelSEP ll (baseball) WikiLabelSEP
Welsh EntityMentionSEP cricket EntityMentionSEP	Jeffris David Hopkins ( born 23 August 1950 ) is a former Welsh cricket er .	NA NA	eople WikiLabelSEP  WikiLabelSEP
wicket-keeper EntityMentionSEP	Hopkins was a right-handed who fielded as a wicket-keeper .	Q410891	keeper WikiLabelSEP
Bridgend EntityMentionSEP Glamorgan EntityMentionSEP	He was born at Bridgend   Glamorgan .	Q9884 Q21045938	d WikiLabelSEP an WikiLabelSEP
Glamorgan EntityMentionSEP Middlesex EntityMentionSEP 1969 season EntityMentionSEP first-class EntityMentionSEP Lancashire EntityMentionSEP	Having played for the Glamorgan Second XI since in 1967 and 1968   Hopkins joined Middlesex for the 1969 season   making his first-class debut in that same season against Lancashire in the .	NA NA NA NA NA	an County Cricket Club WikiLabelSEP ex County Cricket Club WikiLabelSEP glish cricket season WikiLabelSEP lass cricket WikiLabelSEP ire County Cricket Club WikiLabelSEP
List A EntityMentionSEP Essex EntityMentionSEP Player 's County League EntityMentionSEP	He also made his List A debut in that same season   against Essex in the Player 's County League .	Q5375 NA NA	cricket WikiLabelSEP ounty Cricket Club WikiLabelSEP ayer's County League WikiLabelSEP
John Murray EntityMentionSEP Northamptonshire EntityMentionSEP Derbyshire EntityMentionSEP 1971 John Player League EntityMentionSEP	With opportunities limited at Middlesex due to presence of regular wicket-keeper John Murray   Hopkins made just three further first-class appearances   the last of which came against Northamptonshire in the   as well as appearing in just one more List A match   against Derbyshire in the 1971 John Player League .	NA NA NA NA	rray (cricketer) WikiLabelSEP ptonshire County Cricket Club WikiLabelSEP ire County Cricket Club WikiLabelSEP hn Player League WikiLabelSEP
average EntityMentionSEP	Hopkins failed to make an impression at Middlesex   scoring 8 runs at an average of 1.60 in first-class cricket   while taking 9 .	Q202785	 average WikiLabelSEP
ICC Trophy EntityMentionSEP Netherlands EntityMentionSEP Israel EntityMentionSEP United States EntityMentionSEP	He later appeared for in their only ICC Trophy appearance in 1979   playing in three matches against the Netherlands   Israel and the United States .	NA NA NA NA	C Trophy WikiLabelSEP ands national cricket team WikiLabelSEP national cricket team WikiLabelSEP States national cricket team WikiLabelSEP
	He made scores of 92 against Israel and 72 against the United States .		
John EntityMentionSEP	Hopkins ' brother   John	NA	pkins (cricketer) WikiLabelSEP
doctor EntityMentionSEP Mayor of EntityMentionSEP Missouri EntityMentionSEP	William Carr Lane ( December 1   1789January 6   1863 ) was a doctor and the first Mayor of   Missouri   serving from 1823 to 1829 and 1837 to 1840 .	Q21045938 NA Q9893	an WikiLabelSEP f St. Louis WikiLabelSEP i WikiLabelSEP
New Mexico Territory EntityMentionSEP	He was also the Governor of New Mexico Territory from 1852 to 1853 .	NA	ico Territory WikiLabelSEP
Fayette County , Pennsylvania EntityMentionSEP Pennsylvania EntityMentionSEP medicine EntityMentionSEP Louisville , Kentucky EntityMentionSEP	"Born in Fayette County   Pennsylvania to Presley Carr Lane and Sarah "" Sallie "" Stephenson   Lane attended college in Pennsylvania and studied medicine in Louisville   Kentucky ."	NA NA Q9907 NA	 County, Pennsylvania WikiLabelSEP vania WikiLabelSEP e WikiLabelSEP lle, Kentucky WikiLabelSEP
post surgeon EntityMentionSEP Fort Harrison EntityMentionSEP Wabash River EntityMentionSEP Terre Haute , Indiana EntityMentionSEP	He entered the   and was appointed post surgeon at Fort Harrison on the Wabash River north of Terre Haute   Indiana in 1816 .	NA NA Q4022 NA	 WikiLabelSEP rrison WikiLabelSEP River WikiLabelSEP aute, Indiana WikiLabelSEP
	He resigned from the army in 1819 to enter private practice .		
Vincennes , Indiana EntityMentionSEP	He married February 26   1818 in Vincennes   Indiana to Miss Mary Ewing   daughter of Nathaniel Ewing and Ann Breading .	NA	es, Indiana WikiLabelSEP
	Their children were Anne Ewing Lane ( 1819 -- 1904 )   Sarah L. Lane ( 1821 -- 1887 )   and Victor Carr Lane ( 1831 -- 1848 ) .		
	Lane served as St. Louis 's first mayor from 1823 to 1829   when the city 's population was around 4 000 .		
	He oversaw the first public health system in the city   free public schools   and street improvements   including the paving of Main Street .		
	Lane helped erect the city 's first .		
	He was also instrumental in beautifying the city with fountains and greenery .		
	The was adopted   and election procedures were written .		
	Perhaps the most memorable event in his term was a visit by in 1825   and a ball given in his honor .		
	Lane served again as mayor from 1837 to 1840 .		
Millard Fillmore EntityMentionSEP New Mexico Territory EntityMentionSEP	In 1852   President Millard Fillmore appointed him to be the new governor of the New Mexico Territory	Q201202 NA	 Fillmore WikiLabelSEP ico Territory WikiLabelSEP
French EntityMentionSEP rugby union EntityMentionSEP Saint-Étienne EntityMentionSEP Loire EntityMentionSEP département EntityMentionSEP	Club Athlétique de Saint-Étienne Loire Sud Rugby   CASE Loire Sud Rugby   or simply CASE   is a French rugby union club from Saint-Étienne in the Loire département .	NA Q7039370 NA NA	 WikiLabelSEP nion WikiLabelSEP tienne WikiLabelSEP ents of France WikiLabelSEP
Fédérale 1 EntityMentionSEP Rugby Pro D2 EntityMentionSEP 2010 -- 11 season EntityMentionSEP	They are currently competing in Fédérale 1   having been relegated from Rugby Pro D2 at the end of the 2010 -- 11 season .	NA NA NA	e 1 WikiLabelSEP ro D2 WikiLabelSEP  Rugby Pro D2 season WikiLabelSEP
	The club was founded in 1908 under the name Stade Forézien Universitaire .		
	They went through a difficult time in the 1960s   and had to merge with the CASE omnisport structure in 1975 at the request of the municipality .		
	It did not help turn back the tide   however   and poor results and fewer and fewer licensed players forced the club to withdraw its senior team from all competitions in 1991 .		
Fédérale 3 EntityMentionSEP	The next year   the club was restarted in 4ème Série   the lowest French rugby division   and was able to climb the ladder   gaining promotion to Fédérale 3 in 2004   one year after merging with the neighbouring club SEMUR and adopting its current name .	NA	e 3 WikiLabelSEP
Fédérale 2 EntityMentionSEP	In 2007   Saint-Etienne were promoted to Fédérale 2 .	NA	e 2 WikiLabelSEP
	A mere two years later   they finished 13th overall in the championship   with the top 12 clubs being promoted to Fédérale 1 .		
	However   declined their promotion   sending Saint-Étienne to the top amateur division for the first time .		
Arras EntityMentionSEP international EntityMentionSEP Alexandre Péclier EntityMentionSEP Lyon EntityMentionSEP	For their first season in Fédérale 1   Saint-Étienne signed the coach from Arras   and the international fullback Alexandre Péclier from Lyon .	NA NA NA NA	lub d'Arras WikiLabelSEP national rugby union team WikiLabelSEP re Péclier WikiLabelSEP  WikiLabelSEP
Béziers EntityMentionSEP Andrézieux-Bouthéon EntityMentionSEP	They had an impressive start with two away wins in their first two games   and on November 7   they took on Béziers in Andrézieux-Bouthéon 's .	NA NA	ers Hérault WikiLabelSEP eux-Bouthéon WikiLabelSEP
Eurosport EntityMentionSEP Fédérale 1 EntityMentionSEP	The 3 000 people in the stadium were not the only ones to witness the locals ' 15 -- 9 victory though   as the match was broadcast live on Eurosport   a first for a Fédérale 1 game .	NA NA	rt WikiLabelSEP e 1 WikiLabelSEP
	This run of good form allowed them to clinch the fourth place in their group and thus to qualify for the Trophée Jean Prat .		
Tyrosse EntityMentionSEP Nice EntityMentionSEP	In the second phase   they finished second behind Tyrosse and qualified for the Round of 16 where they faced Nice .	NA NA	portive Tyrosse Rugby Côte Sud WikiLabelSEP ice Côte d'Azur Université-Racing WikiLabelSEP
Chalon-sur-Saône EntityMentionSEP	They prevailed 19 -- 18 thanks to a last-second drop-goal by Péclier and faced Chalon-sur-Saône   one of the favorites for promotion   in the quarters .	Q226361	on WikiLabelSEP
	Saint-Étienne stunned them by winning both legs ( 12 -- 3 at home   24 -- 20 away )   inflicting them their only home defeat of the season in the process .		
Bourg-en-Bresse EntityMentionSEP	In the semis   they took on Bourg-en-Bresse .	NA	portive Bressane WikiLabelSEP
Stade Geoffroy-Guichard EntityMentionSEP	The popular support for the team was such that the municipality allowed the first leg to be played in Stade Geoffroy-Guichard .	NA	eoffroy-Guichard WikiLabelSEP
	Over 16 000 people came to see the locals take the slenderest of leads into the second leg with a 23 -- 22 victory .		
Pro D2 EntityMentionSEP	Another shock 19 -- 16 win in Bourg-en-Bresse sent Saint-Étienne in the Jean Prat Trophy final   but much more importantly gave them a ticket to professional rugby and the Pro D2   after only one year spent in Fédérale 1   and perhaps more impressively only three years after leaving Fédérale 3 .	NA	ro D2 WikiLabelSEP
Carcassonne EntityMentionSEP	They fell in the final to Carcassonne	NA	assonne WikiLabelSEP
sports EntityMentionSEP arena EntityMentionSEP Annapolis , Maryland EntityMentionSEP	The Wesley Brown Field House is a sports arena at the in Annapolis   Maryland .	Q3628059 NA NA	 athletics WikiLabelSEP  WikiLabelSEP is, Maryland WikiLabelSEP
Bancroft Hall EntityMentionSEP	It is located between the 7th Wing of Bancroft Hall and Santee Basin .	NA	t Hall WikiLabelSEP
physical education EntityMentionSEP personal-fitness EntityMentionSEP equipment EntityMentionSEP	The facility houses physical education     club sports   and personal-fitness programs and equipment .	NA NA Q10273457	l education WikiLabelSEP l fitness WikiLabelSEP equipment WikiLabelSEP
Midshipmen EntityMentionSEP	It is home to the Midshipmen cross country and track and field teams   the sprint football team   the women ’s lacrosse team   and sixteen club sports .	NA	dshipmen WikiLabelSEP
football EntityMentionSEP	It also serves as the space for the football and women 's volleyball teams .	NA	dshipmen football WikiLabelSEP
sports-medicine EntityMentionSEP	There is also a centralized sports-medicine facility .	Q11190	medicine WikiLabelSEP
lockers EntityMentionSEP	The building has a total room area of 5 800 sq. ft.   eight   and 300 lockers .	NA	(cabinet) WikiLabelSEP
AstroTurf EntityMentionSEP	The field house has a     retractable Magic Carpet AstroTurf .	NA	rf WikiLabelSEP
hydraulically EntityMentionSEP basketball court EntityMentionSEP	When the field is retracted   students can then use the 200-meter AstroTurf with a Mondo track surface and hydraulically - controlled banked curves and three permanent basketball court s .	NA NA	ics WikiLabelSEP all court WikiLabelSEP
	In four to six hours   the indoor track-and-field can be changed to an indoor football practice field   including target for placekicking practice .		
synthetic EntityMentionSEP	The synthetic playing surface ( with football-field yard-lines ) is stored on a spool at the field house 's south end .	NA	ic fiber WikiLabelSEP
turf EntityMentionSEP	The surface is put in place by nine winches and an 18-port air-blower that makes the turf float across the field-house floor while being deployed and retracted .	NA	ial turf WikiLabelSEP
weight room EntityMentionSEP	"The weight room is one of three "" strength and conditioning facilities "" at the academy ."	Q182949	club WikiLabelSEP
	With   it serves the members of the following teams : men 's and women 's cross country   men 's and women 's soccer   men 's and women 's track   golf   sprint football   volleyball   water polo   and women 's lacrosse .		
Wesley A. Brown EntityMentionSEP	The facility is named for the first African American to graduate from the Academy   retired Lt. Cmdr. Wesley A. Brown   who graduated in 1949 .	NA	A. Brown WikiLabelSEP
	The was held on March 25   2006 .		
	Brown wielded a shovel in the groundbreaking .		
	Hensel Phelps Construction Company constructed the field house   which was completed in March 2008 .		
Naval Facilities Engineering Command EntityMentionSEP	The U.S. Naval Facilities Engineering Command ( NAVFAC ) administered the contract for construction .	NA	acilities Engineering Command WikiLabelSEP
	The building was dedicated on May 10   2008 .		
	Brown participated in the		
gothic metal EntityMentionSEP Liers in Wait EntityMentionSEP	Diabolique is a Swedish gothic metal band   formed in 1995 after the dissolution of Liers in Wait .	Q11426 NA	metal WikiLabelSEP n Wait WikiLabelSEP
The Sisters of Mercy EntityMentionSEP Black Sabbath EntityMentionSEP Fields of the Nephilim EntityMentionSEP Charon EntityMentionSEP Tiamat EntityMentionSEP Moonspell EntityMentionSEP Type O Negative EntityMentionSEP	The group is heavily influenced by The Sisters of Mercy   Black Sabbath   and Fields of the Nephilim   and in sound are similar to the styles of Charon   Tiamat   Moonspell   and Type O Negative .	NA Q306080 NA NA Q914307 Q978465	ters of Mercy WikiLabelSEP abbath WikiLabelSEP of the Nephilim WikiLabelSEP (band) WikiLabelSEP ll WikiLabelSEP Negative WikiLabelSEP
Gothenburg EntityMentionSEP melodic death metal EntityMentionSEP Kristian Wåhlin EntityMentionSEP Alf Svensson EntityMentionSEP Grotesque EntityMentionSEP At the Gates EntityMentionSEP Daniel Svensson EntityMentionSEP In Flames EntityMentionSEP	The band 's current and former line-up has consisted of many musicians from progenital Gothenburg melodic death metal bands ; Kristian Wåhlin   Johan Osterberg   and Alf Svensson were in Grotesque ( a predecessor of At the Gates   who Alf would eventually join ) ; and Daniel Svensson briefly played drums with the group before going on to major success with In Flames .	NA Q483251 NA NA NA Q233960 Q21450475 NA	urg WikiLabelSEP  death metal WikiLabelSEP n Wåhlin WikiLabelSEP nsson (guitarist) WikiLabelSEP ue (band) WikiLabelSEP Gates WikiLabelSEP Svensson WikiLabelSEP es WikiLabelSEP
	The band 's most recent release was The Green Goddess ( 2001 ) .		
	Various sources differ as to band 's status .		
Hans Nilsson EntityMentionSEP Dimension Zero EntityMentionSEP Scandinavia EntityMentionSEP extreme metal EntityMentionSEP	However   Hans Nilsson 's full-time involvement with Dimension Zero and Wåhlin 's extensive contributions as an album cover artist and musician for other Scandinavia n-area extreme metal	NA NA Q27143 Q11426	lsson (musician) WikiLabelSEP on Zero (Swedish band) WikiLabelSEP avia WikiLabelSEP  metal WikiLabelSEP
Greek EntityMentionSEP Cilicia EntityMentionSEP	Claudiopolis ( Greek : ) also called Ninica and Ninica Claudiopolis   was an ancient city of Cilicia .	NA NA	anguage WikiLabelSEP  WikiLabelSEP
Silifke EntityMentionSEP Claudius Caesar EntityMentionSEP	mentions Silifke and Claudiopolis as cities of Cilicia   or of the country drained by the ; and Claudiopolis was a colony of Claudius Caesar .	NA Q9956	 WikiLabelSEP s WikiLabelSEP
Theophanes of Byzantium EntityMentionSEP Taurus Mountains EntityMentionSEP	It is described by Theophanes of Byzantium as situated in a plain between the two Taurus Mountains   a description which exactly   corresponds to the position of the basin of the Calycadnus .	NA NA	nes of Byzantium WikiLabelSEP Mountains WikiLabelSEP
	Claudiopolis may therefore be represented by   which is higher up the valley than Seleucia   and near the junction of the northern and western branches of the Calycadnus .		
	It is also the place to which the pass over the northern Taurus leads from .		
Pliny EntityMentionSEP Claudiopolis EntityMentionSEP Cappadocia EntityMentionSEP Ptolemy EntityMentionSEP Cataonia EntityMentionSEP	Pliny ( v. 24 ) mentions a Claudiopolis of Cappadocia   and Ptolemy ( v. 7 ) has a Claudiopolis in Cataonia .	NA NA NA NA Q9659	he Elder WikiLabelSEP polis (Cappadocia) WikiLabelSEP cia WikiLabelSEP  WikiLabelSEP a WikiLabelSEP
	Both these passages and those of Ammianus and Theophanes are cited to prove that there is a Claudiopolis in Cataonia   though it is manifest that the passage in Ammianus at least can only apply to a town in the valley of the Calycadnus in .		
	The two Tauri of Theophanes might mean the Taurus and .		
Hierocles EntityMentionSEP Isauria EntityMentionSEP	But Hierocles places Claudiopolis in Isauria   a description which can not apply to the Claudiopolis ( es ) of Pliny and Ptolemy .	NA NA	es (author of Synecdemus) WikiLabelSEP  WikiLabelSEP
colony EntityMentionSEP	The city apparently received the Roman colony	NA	 WikiLabelSEP
Imperial Ballet EntityMentionSEP Ballets Russes EntityMentionSEP	Lubov Egorova   Princess Nikita Troubetska ( August 8   1880 -- August 18   1972 ) was a Russian ballerina who danced with the Imperial Ballet and the Ballets Russes .	NA NA	ky Ballet WikiLabelSEP  Russes WikiLabelSEP
Russia EntityMentionSEP	Lubov Egorova was born in   Russia .	NA	 WikiLabelSEP
Ekaterina Vazem EntityMentionSEP Enrico Cecchetti EntityMentionSEP Anna Johansson EntityMentionSEP	She studied ballet at the Imperial Theatre School in St. Petersburg with Ekaterina Vazem   Enrico Cecchetti and Anna Johansson .	NA Q21492852 NA	na Vazem WikiLabelSEP Cecchetti WikiLabelSEP hansson WikiLabelSEP
Imperial Ballet EntityMentionSEP	After graduating in 1898   she started work as a in the Imperial Ballet at and became a in 1914 .	NA	ky Ballet WikiLabelSEP
Giselle EntityMentionSEP Sergei Diaghilev EntityMentionSEP The Sleeping Beauty EntityMentionSEP Vaslav Nijinsky EntityMentionSEP	"A role as Myrtha in Giselle brought her to the attention of Sergei Diaghilev who cast her in the role of Princess Florine in "" The Sleeping Beauty "" in 1918   where she danced with Vaslav Nijinsky ."	NA NA NA NA	 WikiLabelSEP Diaghilev WikiLabelSEP eping Beauty (ballet) WikiLabelSEP Nijinsky WikiLabelSEP
Ballets Russes EntityMentionSEP	She also went on to dance other roles with the Ballets Russes .	NA	 Russes WikiLabelSEP
Swan Lake EntityMentionSEP	Egorova 's farewell performance in 1917 at the was in Swan Lake .	NA	ke WikiLabelSEP
	However   she continued to dance   and in 1921 she interpreted the role of Aurora in Diaghilev ’s Sleeping Princess production in London .		
	After retiring from the stage   she taught as head of the Ballet Russe school in Paris from 1923-1968   and founded the Ballets de la Jeunesse company in 1937 .		
	She received the Chevalier de l'Ordre des arts et lettres in 1964 .		
Serge Lifar EntityMentionSEP Anton Dolin EntityMentionSEP Yvonne Mounsey EntityMentionSEP	Notable students included Serge Lifar   Anton Dolin   and Yvonne Mounsey	NA Q411414 Q6919205	ifar WikiLabelSEP olin WikiLabelSEP Mounsey WikiLabelSEP
housing estate EntityMentionSEP Costain Homes EntityMentionSEP	Abbey Park in is a housing estate that was constructed in the mid -- to late -- 70s by Costain Homes on land that were previously uncultivated fields and allotments .	Q400001 NA	 estate WikiLabelSEP plc WikiLabelSEP
	The Willow Tree was constructed at the same time .		
abbey EntityMentionSEP	All the roads are named after famous abbey s and are laid out in a tight   twisty manner that precludes fast driving .	NA	 WikiLabelSEP
council EntityMentionSEP tenants EntityMentionSEP	The estate is divided in two   with the majority of homes being constructed for private purchase   while a smaller number were constructed for council tenants .	Q3947 NA	 house WikiLabelSEP ld estate WikiLabelSEP
townhouse EntityMentionSEP semi-detached EntityMentionSEP bungalow EntityMentionSEP	There is a mix of three -   four - and five-bedroom homes on the private‐owned estate in townhouse   semi-detached   link detached   and detached configurations   with a small number of bungalow s .	NA NA Q9964	se WikiLabelSEP tached WikiLabelSEP w WikiLabelSEP
Bisham EntityMentionSEP Dale EntityMentionSEP Newstead EntityMentionSEP Fountains EntityMentionSEP	This part of Abbey Park consists of Bisham Drive   Dale Close   Newstead Drive   Drive   Fountains Close   Close   and Drive .	Q160742 Q181217 NA NA	Abbey WikiLabelSEP bey WikiLabelSEP d Abbey WikiLabelSEP ns Abbey WikiLabelSEP
cul-de-sac EntityMentionSEP	The houses are all arranged in cul-de-sac s .	NA	sac WikiLabelSEP
	The two through-roads on the estate are Rufford Way and Buckfast Way .		
Tewkesbury EntityMentionSEP Hexham EntityMentionSEP Bolton EntityMentionSEP Furness EntityMentionSEP accommodation for the elderly EntityMentionSEP	The council-funded area consists of Tewkesbury Close   Hexham Close   Bolton Close   and Furness Close   and includes some warden-aided accommodation for the elderly .	NA Q160742 Q160742 NA	ury Abbey WikiLabelSEP Abbey WikiLabelSEP  Abbey WikiLabelSEP ent home WikiLabelSEP
house prices EntityMentionSEP	Abbey Park is regarded as a pleasant and quiet area of West Bridgford   and house prices	NA	tate pricing WikiLabelSEP
experimental EntityMentionSEP collage film EntityMentionSEP Arthur Lipsett EntityMentionSEP newsreel EntityMentionSEP	' A Trip Down Memory Lane ' is a 1965 experimental collage film by Arthur Lipsett   created by editing together images and sound clips from over fifty years of newsreel footage .	NA Q11424 Q29600163 Q9927	ental film WikiLabelSEP  film WikiLabelSEP Lipsett WikiLabelSEP l WikiLabelSEP
post-war EntityMentionSEP technocracy EntityMentionSEP	The film was intended as an audiovisual tour of the post-war technocracy .	Q9852 Q15948096	r WikiLabelSEP racy WikiLabelSEP
Donald Brittain EntityMentionSEP	In his notes for producer Donald Brittain about the film   Lipsett wrote that “ as science grows   religious belief seems to have diminished ... The new machines ( of every description ) are now invested with spiritual qualities .	Q920893	Brittain WikiLabelSEP
	They have become ritualistic implements . ”		
time capsule EntityMentionSEP	"Lipsett envisioned his film as a kind of cinematic time capsule for future generations   and sub-titled the film accordingly   as "" Additional Material for a Time-Capsule . """	NA	psule WikiLabelSEP
skyscraper EntityMentionSEP John D. Rockefeller EntityMentionSEP Richard Nixon EntityMentionSEP	A Trip Down Memory Lane combines footage from a   religious procession   failed airflight   automotive and science experiments     skyscraper construction   military paraphernalia   John D. Rockefeller and scenes of leisure   Richard Nixon and scenes of war   and   and a .	Q174173 Q30274563 NA	per WikiLabelSEP  Rockefeller WikiLabelSEP  Nixon WikiLabelSEP
Montreal EntityMentionSEP New York City EntityMentionSEP	To create the film   Lipsett travelled from Montreal to New York City to obtain stock footage in which he had reduced to .	Q9927 NA	l WikiLabelSEP k City WikiLabelSEP
	He then drew new		
Wrestling Society X EntityMentionSEP	Tony Drake is an   best known for his appearances in the short-lived Wrestling Society X .	NA	ng Society X WikiLabelSEP
independent circuit EntityMentionSEP	He currently competes on the independent circuit using the ring name Babi Slymm .	NA	dent circuit WikiLabelSEP
